match_id,elapsed_time,p1_games,p2_games,p1-2_games,p2-1_games,p1_score,p2_score,p1-2_score,p2-1_score,P1server,P2server,p1_ace,p2_ace,p1_fault,p2_fault,p1_err,p2_err,p1_distance_sum,p2_distance_sum,p1_distance,p2_distance,point_victor,game_victor
1301,0:18:50,2,2,0,0,30,0,30,-30,1,0,0,0,0,0,0,0,405.78200000000004,451.271,11.974,12.523,1,0
1301,0:19:20,2,2,0,0,40,0,40,-40,1,0,0,0,0,0,-1,0,411.391,458.236,5.609,6.965,2,0
1301,0:20:03,2,2,0,0,40,15,25,-25,1,0,0,0,0,0,0,0,419.909,470.97600000000006,8.518,12.74,2,0
1301,0:20:55,2,2,0,0,40,30,10,-10,1,0,0,0,0,0,-1,0,428.768,482.4150000000001,8.859,11.439,2,0
1301,0:21:27,2,2,0,0,40,40,0,0,1,0,0,0,0,0,0,0,459.54999999999995,508.0150000000001,30.782,25.6,1,0
1301,0:22:19,2,2,0,0,55,40,15,-15,1,0,0,0,0,0,0,0,466.37399999999997,517.589,6.824,9.574,1,1
1301,0:24:22,3,2,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,474.183,523.6990000000001,7.809,6.11,2,0
1301,0:24:53,3,2,1,-1,0,15,-15,15,0,1,0,0,0,0,0,-1,503.277,553.292,29.094,29.593,1,0
1301,0:26:05,3,2,1,-1,15,15,0,0,0,1,0,0,0,0,0,0,510.092,558.481,6.815,5.189,2,0
1301,0:26:30,3,2,1,-1,15,30,-15,15,0,1,0,0,0,0,0,0,512.77,561.098,2.678,2.617,2,0
1301,0:26:56,3,2,1,-1,15,40,-25,25,0,1,0,0,0,0,0,0,517.8130000000001,565.765,5.043,4.667,2,2
1301,0:27:42,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,552.046,598.442,34.233,32.677,1,0
1301,0:28:37,3,3,0,0,15,0,15,-15,1,0,0,0,0,0,0,-1,561.918,617.58,9.872,19.138,1,0
1301,0:29:06,3,3,0,0,30,0,30,-30,1,0,0,0,0,0,0,0,568.195,628.623,6.277,11.043,1,0
1301,0:29:32,3,3,0,0,40,0,40,-40,1,0,0,0,0,0,0,0,586.2710000000001,647.287,18.076,18.664,2,0
1301,0:30:17,3,3,0,0,40,15,25,-25,1,0,0,0,0,0,0,0,617.998,672.611,31.727,25.324,1,1
1301,0:32:34,4,3,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,623.8770000000001,677.4639999999999,5.879,4.853,2,0
1301,0:32:57,4,3,1,-1,0,15,-15,15,0,1,0,0,0,-1,0,-1,624.806,678.3939999999999,0.929,0.93,1,0
1301,0:33:33,4,3,1,-1,15,15,0,0,0,1,0,1,0,0,0,0,626.233,679.243,1.427,0.849,2,0
1301,0:33:58,4,3,1,-1,15,30,-15,15,0,1,0,0,0,0,0,-1,644.0709999999999,697.7070000000001,17.838,18.464,1,0
1301,0:34:46,4,3,1,-1,30,30,0,0,0,1,0,0,0,0,0,0,705.8519999999999,752.0630000000001,61.781,54.356,1,0
1301,0:36:02,4,3,1,-1,40,30,10,-10,0,1,0,0,0,0,0,-1,735.5289999999999,771.1840000000001,29.677,19.121,1,1
1301,0:37:18,5,3,2,-2,0,0,0,0,1,0,0,0,0,0,0,0,738.8699999999999,775.9090000000001,3.341,4.725,1,0
1301,0:37:44,5,3,2,-2,15,0,15,-15,1,0,0,0,0,0,0,0,744.3979999999999,783.4330000000001,5.528,7.524,2,0
1301,0:38:26,5,3,2,-2,15,15,0,0,1,0,0,0,0,0,0,0,748.6249999999999,789.5490000000001,4.227,6.116,1,0
1301,0:38:54,5,3,2,-2,30,15,15,-15,1,0,0,0,0,0,0,0,760.2789999999999,801.2510000000001,11.654,11.702,2,0
1301,0:39:29,5,3,2,-2,30,30,0,0,1,0,0,0,0,0,0,0,771.6189999999999,812.77,11.34,11.519,1,0
1301,0:40:01,5,3,2,-2,40,30,10,-10,1,0,0,0,0,0,-1,0,780.9179999999999,820.847,9.299,8.077,2,0
1301,0:40:33,5,3,2,-2,40,40,0,0,1,0,0,0,0,0,0,0,812.3459999999999,850.598,31.428,29.751,1,0
1301,0:41:23,5,3,2,-2,55,40,15,-15,1,0,0,0,0,0,0,0,828.8599999999999,868.56,16.514,17.962,2,0
1301,0:42:31,5,3,2,-2,40,40,0,0,1,0,0,0,0,0,0,0,850.7419999999998,891.971,21.882,23.411,2,0
1301,0:43:18,5,3,2,-2,40,55,-15,15,1,0,0,0,0,0,0,0,869.4469999999999,920.23,18.705,28.259,1,0
1301,0:43:59,5,3,2,-2,40,40,0,0,1,0,0,0,0,0,0,0,871.5559999999999,923.37,2.109,3.14,1,0
1301,0:44:29,5,3,2,-2,55,40,15,-15,1,0,0,0,0,0,0,-1,888.1479999999999,942.976,16.592,19.606,1,1
1301,0:47:04,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,889.769,943.8190000000001,1.621,0.843,2,0
1301,0:47:27,0,0,0,0,0,15,-15,15,0,1,0,1,0,0,0,0,890.665,944.6830000000001,0.896,0.864,2,0
1301,0:47:52,0,0,0,0,0,30,-30,30,0,1,0,0,0,0,0,0,894.284,948.5010000000001,3.619,3.818,2,0
1301,0:48:17,0,0,0,0,0,40,-40,40,0,1,0,0,0,0,0,0,903.614,954.9720000000001,9.33,6.471,2,2
1301,0:49:17,0,1,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,904.441,955.9870000000001,0.827,1.015,1,0
1301,0:49:38,0,1,-1,1,15,0,15,-15,1,0,0,0,0,0,0,0,907.195,959.7020000000001,2.754,3.715,1,0
1301,0:50:14,0,1,-1,1,30,0,30,-30,1,0,0,0,0,0,0,0,910.509,963.5030000000002,3.314,3.801,2,0
1301,0:51:10,0,1,-1,1,30,15,15,-15,1,0,0,0,0,0,-1,0,945.989,1003.6740000000002,35.48,40.171,2,0
1301,0:51:54,0,1,-1,1,30,30,0,0,1,0,1,0,0,0,0,0,946.8130000000001,1005.356,0.824,1.682,1,0
1301,0:52:21,0,1,-1,1,40,30,10,-10,1,0,0,0,0,0,-1,0,958.4870000000001,1018.599,11.674,13.243,2,0
1301,0:53:06,0,1,-1,1,40,40,0,0,1,0,0,0,0,0,-1,0,965.9810000000001,1027.8210000000001,7.494,9.222,2,0
1301,0:54:11,0,1,-1,1,40,55,-15,15,1,0,0,0,0,0,0,0,974.2160000000001,1038.411,8.235,10.59,2,2
1301,0:54:56,0,2,-2,2,0,0,0,0,0,1,0,0,0,0,0,0,982.3410000000001,1045.866,8.125,7.455,2,0
1301,0:55:20,0,2,-2,2,0,15,-15,15,0,1,0,0,0,0,0,0,992.0530000000001,1056.926,9.712,11.06,2,0
1301,0:55:50,0,2,-2,2,0,30,-30,30,0,1,0,0,0,0,0,0,1002.8410000000001,1062.003,10.788,5.077,2,0
1301,0:57:08,0,2,-2,2,0,40,-40,40,0,1,0,0,0,0,-1,0,1035.8850000000002,1097.249,33.044,35.246,2,2
1301,0:59:22,0,3,-3,3,0,0,0,0,1,0,0,0,0,0,0,0,1090.809,1141.266,54.924,44.017,2,0
1301,1:00:17,0,3,-3,3,0,15,-15,15,1,0,0,0,0,0,0,0,1096.822,1150.439,6.013,9.173,1,0
1301,1:00:41,0,3,-3,3,15,15,0,0,1,0,1,0,0,0,0,0,1097.5829999999999,1151.3780000000002,0.761,0.939,1,0
1301,1:01:21,0,3,-3,3,30,15,15,-15,1,0,0,0,0,0,0,0,1155.427,1192.2540000000001,57.844,40.876,2,0
1301,1:02:05,0,3,-3,3,30,30,0,0,1,0,0,0,0,0,0,0,1168.404,1207.8120000000001,12.977,15.558,2,0
1301,1:02:54,0,3,-3,3,30,40,-10,10,1,0,0,0,0,0,0,-1,1177.823,1220.1280000000002,9.419,12.316,1,0
1301,1:03:50,0,3,-3,3,40,40,0,0,1,0,0,0,0,0,0,-1,1192.1290000000001,1238.132,14.306,18.004,1,0
1301,1:04:21,0,3,-3,3,55,40,15,-15,1,0,0,0,0,0,0,0,1238.8690000000001,1277.0800000000002,46.74,38.948,1,1
1301,1:05:38,1,3,-2,2,0,0,0,0,0,1,0,0,0,0,0,0,1270.0680000000002,1292.257,31.199,15.177,2,0
1301,1:06:16,1,3,-2,2,0,15,-15,15,0,1,0,0,0,0,0,0,1281.3410000000001,1299.6850000000002,11.273,7.428,2,0
1301,1:06:46,1,3,-2,2,0,30,-30,30,0,1,0,0,0,0,0,0,1303.8080000000002,1315.8200000000002,22.467,16.135,1,0
1301,1:07:42,1,3,-2,2,15,30,-15,15,0,1,0,0,0,0,0,-1,1340.4970000000003,1343.1370000000002,36.689,27.317,1,0
1301,1:08:26,1,3,-2,2,30,30,0,0,0,1,0,0,0,0,0,-1,1380.3260000000002,1375.7450000000001,39.829,32.608,1,0
1301,1:09:19,1,3,-2,2,40,30,10,-10,0,1,0,0,0,0,0,0,1411.1090000000002,1400.692,30.783,24.947,2,0
1301,1:10:24,1,3,-2,2,40,40,0,0,0,1,0,0,0,0,0,0,1451.0120000000002,1439.316,39.903,38.624,1,0
1301,1:11:30,1,3,-2,2,55,40,15,-15,0,1,0,0,0,0,0,0,1477.9730000000002,1452.066,26.961,12.75,2,0
1301,1:12:08,1,3,-2,2,40,40,0,0,0,1,0,0,0,0,0,0,1484.184,1456.7290000000003,6.211,4.663,2,0
1301,1:12:37,1,3,-2,2,40,55,-15,15,0,1,0,0,0,0,0,0,1504.8129999999999,1473.1550000000002,20.629,16.426,2,2
1301,1:14:48,1,4,-3,3,0,0,0,0,1,0,0,0,0,0,0,0,1511.1799999999998,1487.7720000000002,6.367,14.617,2,0
1301,1:15:27,1,4,-3,3,0,15,-15,15,1,0,0,0,0,0,0,0,1515.8959999999997,1493.8480000000002,4.716,6.076,1,0
1301,1:15:55,1,4,-3,3,15,15,0,0,1,0,0,0,0,0,-1,0,1521.5029999999997,1500.0940000000003,5.607,6.246,2,0
1301,1:16:53,1,4,-3,3,15,30,-15,15,1,0,0,0,0,0,0,0,1524.0789999999997,1504.2960000000003,2.576,4.202,1,0
1301,1:17:22,1,4,-3,3,30,30,0,0,1,0,0,0,0,0,0,0,1536.4309999999998,1523.8080000000002,12.352,19.512,1,0
1301,1:17:48,1,4,-3,3,40,30,10,-10,1,0,0,0,0,0,0,0,1565.811,1571.7040000000002,29.38,47.896,2,0
1301,1:18:30,1,4,-3,3,40,40,0,0,1,0,0,0,0,0,0,0,1573.4859999999999,1588.153,7.675,16.449,1,0
1301,1:19:01,1,4,-3,3,55,40,15,-15,1,0,0,0,0,0,0,0,1574.2359999999999,1589.31,0.75,1.157,1,1
1301,1:19:57,2,4,-2,2,0,0,0,0,0,1,0,0,0,0,0,-1,1592.09,1603.086,17.854,13.776,1,0
1301,1:20:31,2,4,-2,2,15,0,15,-15,0,1,0,0,0,0,-1,0,1609.4669999999999,1617.08,17.377,13.994,2,0
1301,1:21:06,2,4,-2,2,15,15,0,0,0,1,0,0,0,0,-1,0,1623.9189999999999,1634.6879999999999,14.452,17.608,2,0
1301,1:21:41,2,4,-2,2,15,30,-15,15,0,1,0,0,0,0,0,0,1637.0459999999998,1645.4859999999999,13.127,10.798,2,0
1301,1:22:15,2,4,-2,2,15,40,-25,25,0,1,0,0,0,0,0,0,1677.3439999999998,1660.244,40.298,14.758,1,0
1301,1:22:46,2,4,-2,2,30,40,-10,10,0,1,0,0,0,0,0,-1,1727.4189999999999,1699.879,50.075,39.635,1,0
1301,1:23:58,2,4,-2,2,40,40,0,0,0,1,0,0,0,0,0,-1,1760.5610000000001,1728.188,33.142,28.309,1,0
1301,1:25:01,2,4,-2,2,55,40,15,-15,0,1,0,0,0,0,0,0,1771.997,1734.1650000000002,11.436,5.977,2,0
1301,1:25:32,2,4,-2,2,40,40,0,0,0,1,0,0,0,0,0,0,1804.534,1760.5410000000002,32.537,26.376,2,0
1301,1:26:17,2,4,-2,2,40,55,-15,15,0,1,0,0,0,0,0,-1,1819.6950000000002,1772.987,15.161,12.446,1,0
1301,1:26:59,2,4,-2,2,40,40,0,0,0,1,0,0,0,0,0,0,1845.728,1794.988,26.033,22.001,1,0
1301,1:28:28,2,4,-2,2,55,40,15,-15,0,1,0,0,0,0,0,-1,1855.5620000000001,1801.681,9.834,6.693,1,1
1301,1:30:29,3,4,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1857.95,1805.582,2.388,3.901,1,0
1301,1:30:48,3,4,-1,1,15,0,15,-15,1,0,0,0,0,0,0,0,1861.107,1809.575,3.157,3.993,1,0
1301,1:31:21,3,4,-1,1,30,0,30,-30,1,0,0,0,0,0,0,-1,1870.289,1824.9970000000003,9.182,15.422,1,0
1301,1:31:59,3,4,-1,1,40,0,40,-40,1,0,0,0,0,0,0,0,1879.635,1837.5780000000002,9.346,12.581,1,1
1301,1:32:45,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1888.271,1845.1460000000002,8.636,7.568,1,0
1301,1:33:11,4,4,0,0,15,0,15,-15,0,1,0,1,0,0,0,0,1889.818,1846.1920000000002,1.547,1.046,2,0
1301,1:33:37,4,4,0,0,15,15,0,0,0,1,0,0,0,0,0,0,1893.895,1849.9230000000002,4.077,3.731,2,0
1301,1:34:16,4,4,0,0,15,30,-15,15,0,1,0,1,0,0,0,0,1901.626,1854.5240000000003,7.731,4.601,2,0
1301,1:34:42,4,4,0,0,15,40,-25,25,0,1,0,0,0,0,0,0,1931.983,1869.5510000000004,30.357,15.027,2,2
1301,1:36:28,4,5,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1937.5,1879.5820000000003,5.517,10.031,1,0
1301,1:36:57,4,5,-1,1,15,0,15,-15,1,0,0,0,0,0,0,0,1955.729,1915.7240000000002,18.229,36.142,2,0
1301,1:38:01,4,5,-1,1,15,15,0,0,1,0,0,0,0,0,0,-1,1958.559,1919.144,2.83,3.42,1,0
1301,1:38:43,4,5,-1,1,30,15,15,-15,1,0,0,0,0,0,0,0,1990.799,1974.5140000000001,32.24,55.37,1,0
1301,1:39:23,4,5,-1,1,40,15,25,-25,1,0,0,0,0,0,0,0,2000.266,1987.576,9.467,13.062,2,0
1301,1:39:56,4,5,-1,1,40,30,10,-10,1,0,0,0,0,0,0,0,2019.207,2011.734,18.941,24.158,1,1
1301,1:40:44,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2020.294,2012.3819999999996,1.087,0.648,2,0
1301,1:41:10,5,5,0,0,0,15,-15,15,0,1,0,0,0,0,0,0,2027.5700000000002,2017.1249999999995,7.276,4.743,2,0
1301,1:41:39,5,5,0,0,0,30,-30,30,0,1,0,0,0,0,0,-1,2038.516,2025.9689999999996,10.946,8.844,1,0
1301,1:42:22,5,5,0,0,15,30,-15,15,0,1,0,0,0,0,0,0,2067.371,2039.437,28.855,13.468,2,0
1301,1:43:15,5,5,0,0,15,40,-25,25,0,1,0,0,0,0,0,0,2072.084,2044.636,4.713,5.199,2,2
1301,1:45:24,5,6,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,2079.407,2051.853,7.323,7.217,1,0
1301,1:45:59,5,6,-1,1,15,0,15,-15,1,0,0,0,0,0,0,0,2081.272,2055.541,1.865,3.688,1,0
1301,1:46:38,5,6,-1,1,30,0,30,-30,1,0,0,0,0,0,0,0,2083.2169999999996,2057.927,1.945,2.386,1,0
1301,1:47:17,5,6,-1,1,40,0,40,-40,1,0,0,0,0,0,0,0,2102.062,2100.599,18.845,42.672,1,1
1301,1:48:12,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2170.861,2153.0400000000004,68.799,52.441,2,0
1301,2:04:05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,2197.4219999999996,2200.55,26.561,47.51,1,0
1301,2:04:50,0,0,0,0,15,0,15,-15,1,0,0,0,0,0,0,0,2214.7690000000002,2225.917,17.347,25.367,2,0
1301,2:05:38,0,0,0,0,15,15,0,0,1,0,0,0,0,0,0,0,2218.728,2229.8869999999997,3.959,3.97,1,0
1301,2:06:20,0,0,0,0,30,15,15,-15,1,0,0,0,-1,0,-1,0,2224.1780000000003,2236.581,5.45,6.694,2,0
1301,2:07:02,0,0,0,0,30,30,0,0,1,0,0,0,0,0,0,0,2228.309,2242.442,4.131,5.861,1,0
1301,2:07:27,0,0,0,0,40,30,10,-10,1,0,0,0,0,0,0,0,2235.2770000000005,2258.192,6.968,15.75,1,1
1301,2:08:41,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,2268.952,2291.6859999999997,33.675,33.494,1,0
1301,2:09:28,1,0,1,-1,15,0,15,-15,0,1,0,0,0,0,0,0,2278.1240000000007,2298.256,9.172,6.57,2,0
1301,2:10:00,1,0,1,-1,15,15,0,0,0,1,0,0,0,0,0,0,2330.9400000000005,2318.758,52.816,20.502,2,0
1301,2:10:55,1,0,1,-1,15,30,-15,15,0,1,0,0,0,0,0,0,2340.41,2325.3819999999996,9.47,6.624,1,0
1301,2:11:35,1,0,1,-1,30,30,0,0,0,1,0,0,0,0,0,-1,2358.3320000000003,2339.9399999999996,17.922,14.558,1,0
1301,2:12:15,1,0,1,-1,40,30,10,-10,0,1,0,0,0,0,0,0,2369.784,2350.826,11.452,10.886,2,0
1301,2:12:53,1,0,1,-1,40,40,0,0,0,1,0,0,0,0,0,-1,2377.907,2356.908,8.123,6.082,1,0
1301,2:13:38,1,0,1,-1,55,40,15,-15,0,1,0,0,0,0,0,0,2405.242,2364.7299999999996,27.335,7.822,2,0
1301,2:14:08,1,0,1,-1,40,40,0,0,0,1,0,0,0,0,0,0,2415.472,2371.9709999999995,10.23,7.241,2,0
1301,2:14:53,1,0,1,-1,40,55,-15,15,0,1,0,0,0,-1,0,-1,2427.3330000000005,2378.5769999999998,11.861,6.606,1,0
1301,2:15:48,1,0,1,-1,40,40,0,0,0,1,0,0,0,0,0,0,2434.13,2382.383,6.797,3.806,2,0
1301,2:16:15,1,0,1,-1,40,55,-15,15,0,1,0,0,0,0,0,0,2450.828,2396.658,16.698,14.275,2,2
1301,2:16:58,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2473.553,2427.408,22.725,30.75,1,0
1301,2:17:46,1,1,0,0,15,0,15,-15,1,0,0,0,0,0,0,0,2484.353,2446.529,10.8,19.121,1,0
1301,2:18:16,1,1,0,0,30,0,30,-30,1,0,0,0,0,0,0,0,2513.2299999999996,2479.4629999999997,28.877,32.934,2,0
1301,2:18:53,1,1,0,0,30,15,15,-15,1,0,0,0,0,0,-1,0,2529.955,2494.2039999999997,16.725,14.741,2,0
1301,2:19:39,1,1,0,0,30,30,0,0,1,0,0,0,0,0,0,-1,2541.0359999999996,2505.2960000000003,11.081,11.092,1,0
1301,2:20:27,1,1,0,0,40,30,10,-10,1,0,1,0,0,0,0,0,2548.941,2529.817,7.905,24.521,1,1
1301,2:22:46,2,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,2558.9219999999996,2543.284,9.981,13.467,1,0
1301,2:23:36,2,1,1,-1,15,0,15,-15,0,1,0,0,0,0,0,0,2586.62,2567.955,27.698,24.671,1,0
1301,2:24:21,2,1,1,-1,30,0,30,-30,0,1,0,0,0,0,-1,0,2606.878,2579.864,20.258,11.909,2,0
1301,2:25:30,2,1,1,-1,30,15,15,-15,0,1,0,0,0,0,0,-1,2619.01,2587.263,12.132,7.399,1,0
1301,2:25:59,2,1,1,-1,40,15,25,-25,0,1,0,0,0,0,0,0,2644.2250000000004,2608.857,25.215,21.594,1,1
1301,2:26:45,3,1,2,-2,0,0,0,0,1,0,1,0,0,0,0,0,2644.8100000000004,2609.71,0.585,0.853,1,0
1301,2:27:09,3,1,2,-2,15,0,15,-15,1,0,0,0,0,0,0,0,2646.7200000000003,2613.406,1.91,3.696,1,0
1301,2:27:35,3,1,2,-2,30,0,30,-30,1,0,0,0,0,0,0,-1,2672.858,2641.138,26.138,27.732,1,0
1301,2:28:21,3,1,2,-2,40,0,40,-40,1,0,0,0,-1,0,-1,0,2673.934,2642.8779999999997,1.076,1.74,2,0
1301,2:28:59,3,1,2,-2,40,15,25,-25,1,0,1,0,0,0,0,0,2674.712,2643.955,0.778,1.077,1,1
1301,2:31:03,4,1,3,-3,0,0,0,0,0,1,0,0,0,0,0,-1,2692.6769999999997,2659.866,17.965,15.911,1,0
1301,2:32:01,4,1,3,-3,15,0,15,-15,0,1,0,0,0,0,0,0,2693.752,2660.6510000000003,1.075,0.785,2,0
1301,2:32:24,4,1,3,-3,15,15,0,0,0,1,0,0,0,0,0,0,2697.8239999999996,2664.179,4.072,3.528,2,0
1301,2:33:01,4,1,3,-3,15,30,-15,15,0,1,0,0,0,0,0,0,2712.9489999999996,2682.416,15.125,18.237,1,0
1301,2:34:04,4,1,3,-3,30,30,0,0,0,1,0,0,0,0,0,0,2721.295,2691.0240000000003,8.346,8.608,2,0
1301,2:34:46,4,1,3,-3,30,40,-10,10,0,1,0,0,0,0,0,0,2733.1769999999997,2697.8820000000005,11.882,6.858,2,2
1301,2:35:22,4,2,2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2736.8289999999997,2703.166,3.652,5.284,1,0
1301,2:35:46,4,2,2,-2,15,0,15,-15,1,0,0,0,0,0,0,0,2750.3160000000003,2718.813,13.487,15.647,1,0
1301,2:36:15,4,2,2,-2,30,0,30,-30,1,0,0,0,0,0,0,-1,2765.2740000000003,2734.656,14.958,15.843,1,0
1301,2:36:54,4,2,2,-2,40,0,40,-40,1,0,1,0,0,0,0,0,2766.0520000000006,2735.5150000000003,0.778,0.859,1,1
1301,2:38:49,5,2,3,-3,0,0,0,0,0,1,0,0,0,0,0,0,2772.7700000000004,2739.965,6.718,4.45,2,0
1301,2:39:09,5,2,3,-3,0,15,-15,15,0,1,0,0,0,0,0,-1,2780.4010000000007,2746.608,7.631,6.643,1,0
1301,2:39:39,5,2,3,-3,15,15,0,0,0,1,0,0,0,0,0,0,2850.4450000000006,2799.052,70.044,52.444,2,0
1301,2:40:34,5,2,3,-3,15,30,-15,15,0,1,0,0,0,0,0,0,2893.3850000000007,2841.735,42.94,42.683,1,0
1301,2:41:28,5,2,3,-3,30,30,0,0,0,1,0,0,0,0,0,-1,2915.2200000000007,2859.273,21.835,17.538,1,0
1301,2:42:07,5,2,3,-3,40,30,10,-10,0,1,0,1,0,0,0,0,2915.9489999999996,2860.045,0.729,0.772,2,0
1301,2:42:35,5,2,3,-3,40,40,0,0,0,1,0,1,0,0,0,0,2917.566,2860.764,1.617,0.719,2,0
1301,2:43:02,5,2,3,-3,40,55,-15,15,0,1,0,1,0,0,0,0,2918.7019999999998,2861.4940000000006,1.136,0.73,2,2
1301,2:43:47,5,3,2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2926.0099999999998,2897.5560000000005,7.308,36.062,1,0
1301,2:44:30,5,3,2,-2,15,0,15,-15,1,0,0,0,0,0,0,0,2938.64,2919.6010000000006,12.63,22.045,1,0
1301,2:45:05,5,3,2,-2,30,0,30,-30,1,0,0,0,0,0,0,-1,2942.879,2923.2070000000003,4.239,3.606,1,0
1301,2:45:58,5,3,2,-2,40,0,40,-40,1,0,0,0,0,0,-1,0,2951.237,2938.782,8.358,15.575,2,0
1301,2:46:29,5,3,2,-2,40,15,25,-25,1,0,0,0,0,0,0,0,2962.763,2952.6150000000007,11.526,13.833,1,1
1301,2:49:17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,2995.6859999999997,2967.545,32.923,14.93,1,0
1301,2:50:03,0,0,0,0,15,0,15,-15,0,1,0,0,0,0,0,0,3012.529,2984.532,16.843,16.987,2,0
1301,2:50:48,0,0,0,0,15,15,0,0,0,1,0,0,0,0,0,0,3021.431,2991.425,8.902,6.893,2,0
